,LotArea,LotFrontage,Alley,OverallQual,YearBuilt,YearRemodAdd,MasVnrArea,BsmtFinSF1,TotalBsmtSF,1stFlrSF,2ndFlrSF,GrLivArea,TotRmsAbvGrd,GarageArea,OpenPorchSF,EnclosedPorch,GarageArea,SalePrice
473,8702,72.0,0,6,1997,1998,0.0,706.0,926.0,926,678,1604,7,470.0,36,0,470.0,189665.37
474,8139,65.0,0,6,1995,1996,119.0,476.0,680.0,680,790,1470,7,420.0,49,0,420.0,183704.87
475,9535,59.0,0,6,1998,1998,0.0,851.0,926.0,926,678,1604,7,472.0,82,0,472.0,192016.02
476,15038,0.0,0,6,1996,1996,0.0,138.0,916.0,916,720,1636,7,386.0,84,0,386.0,186818.27
477,14137,53.0,0,5,1996,1997,0.0,450.0,1348.0,1384,0,1384,7,404.0,39,0,404.0,175165.09
478,6264,45.0,0,8,1997,1997,0.0,656.0,1664.0,1682,0,1682,6,528.0,0,0,528.0,212005.0
479,5070,39.0,0,8,1992,1992,0.0,0.0,1280.0,1280,0,1280,5,506.0,82,0,506.0,190683.33
480,11184,73.0,0,6,1998,1998,0.0,0.0,932.0,932,701,1633,7,460.0,39,0,460.0,184161.62
481,14067,0.0,0,6,1991,1991,194.0,504.0,836.0,851,858,1709,7,416.0,40,0,416.0,186187.45
482,5950,65.0,0,8,1989,1989,0.0,319.0,1337.0,1337,0,1337,5,462.0,73,154,462.0,186862.88
483,13543,101.0,0,8,2005,2005,130.0,16.0,1168.0,1168,1332,2500,9,683.0,32,0,683.0,249472.09
484,15401,53.0,0,9,2004,2004,296.0,1337.0,1884.0,1884,0,1884,7,670.0,76,0,670.0,273507.46
485,31220,0.0,0,6,1952,1952,0.0,0.0,1632.0,1474,0,1474,7,495.0,0,144,495.0,164605.24
486,8118,60.0,0,9,2007,2007,178.0,1034.0,1710.0,1710,0,1710,6,557.0,48,0,557.0,243790.06
487,47280,0.0,0,6,1950,1950,44.0,0.0,1488.0,1488,0,1488,6,738.0,0,180,738.0,177052.94
488,12680,63.0,0,7,1988,1988,102.0,983.0,1675.0,1688,0,1688,6,528.0,48,0,528.0,215108.68
489,10825,0.0,0,7,1983,1983,174.0,747.0,1260.0,1260,0,1260,6,598.0,0,0,598.0,182706.85
490,18559,56.0,0,7,1978,1978,383.0,1206.0,2048.0,2064,0,2064,7,550.0,0,0,550.0,244040.83
491,14450,85.0,0,7,1979,1979,194.0,864.0,1782.0,1782,0,1782,6,551.0,0,0,551.0,212071.55
492,13068,90.0,0,6,1976,1976,621.0,890.0,1211.0,1211,0,1211,6,461.0,0,0,461.0,167841.51
493,10400,80.0,0,7,1980,1988,280.0,0.0,738.0,1277,767,2044,7,489.0,73,0,489.0,198746.78
494,9743,75.0,0,5,1969,1969,0.0,280.0,720.0,720,588,1308,7,484.0,0,0,484.0,143603.65
495,12511,0.0,0,7,1978,1978,168.0,988.0,1420.0,1420,1420,2840,8,1314.0,16,0,1314.0,281780.98
496,10400,80.0,0,6,1976,1976,120.0,0.0,1444.0,1444,0,1444,5,473.0,24,0,473.0,162709.08
497,14311,0.0,0,8,1996,1996,402.0,1023.0,1236.0,1236,1104,2340,9,787.0,180,218,787.0,265253.41
498,9000,60.0,0,5,1974,1974,0.0,0.0,896.0,896,896,1792,8,480.0,45,0,480.0,177409.22
499,10295,68.0,0,4,1969,1969,72.0,252.0,936.0,936,0,936,4,288.0,0,0,288.0,123525.51
500,7560,63.0,0,5,1971,1971,0.0,119.0,864.0,864,0,864,5,576.0,0,0,576.0,130452.01
501,1680,21.0,0,6,1973,1973,359.0,458.0,483.0,483,504,987,5,264.0,0,0,264.0,131532.5
502,1890,21.0,0,6,1972,1972,422.0,483.0,483.0,483,504,987,5,352.0,0,0,352.0,133977.5
503,1680,21.0,0,5,1972,1972,356.0,350.0,630.0,630,672,1302,6,264.0,0,0,264.0,136514.5
504,2308,24.0,0,6,1975,1975,0.0,286.0,855.0,855,601,1456,7,460.0,0,0,460.0,162061.9
505,2529,24.0,0,7,1977,1977,0.0,378.0,1055.0,1055,0,1055,4,440.0,38,0,440.0,148447.4
506,12704,98.0,0,8,2007,2007,302.0,1012.0,1582.0,1582,0,1582,7,905.0,95,0,905.0,273381.53
507,13693,105.0,0,8,2007,2007,554.0,1728.0,2418.0,2464,0,2464,9,650.0,78,0,650.0,305363.6
508,14418,104.0,0,9,2007,2007,480.0,1375.0,1950.0,1950,0,1950,7,706.0,207,0,706.0,294238.84
509,13418,108.0,0,9,2006,2006,270.0,1420.0,1850.0,1850,898,2748,9,850.0,182,0,850.0,329642.08
510,12539,96.0,0,10,2005,2006,468.0,1082.0,1620.0,1632,1158,2790,10,1150.0,200,0,1150.0,329597.76
511,12151,102.0,0,9,2005,2005,368.0,1249.0,1414.0,1414,917,2331,9,1003.0,63,0,1003.0,313364.04
512,8899,74.0,0,8,2007,2007,108.0,40.0,948.0,948,1140,2088,10,656.0,24,0,656.0,226900.33
513,10574,85.0,0,8,2004,2004,126.0,856.0,1148.0,1170,1162,2332,9,756.0,142,0,756.0,264355.05
514,12720,106.0,0,10,2003,2003,680.0,2257.0,2535.0,2470,0,2470,7,789.0,65,0,789.0,319887.89
515,10845,92.0,0,8,2003,2004,504.0,1149.0,1603.0,1575,0,1575,7,732.0,28,0,732.0,264899.46
516,16900,130.0,0,8,2001,2002,1110.0,1075.0,1479.0,1515,1134,2649,10,746.0,60,0,746.0,321191.07
517,16451,112.0,0,8,2003,2003,221.0,0.0,1765.0,1804,886,2690,9,795.0,58,0,795.0,293195.97
518,10110,58.0,0,9,2008,2008,492.0,372.0,1858.0,1866,0,1866,7,870.0,48,0,870.0,276364.7
519,12304,135.0,0,7,2005,2005,144.0,20.0,1367.0,1367,0,1367,6,484.0,33,0,484.0,192885.05
520,8232,89.0,0,9,2007,2008,714.0,1204.0,1800.0,1800,0,1800,6,944.0,0,0,944.0,285136.12
521,6240,48.0,0,8,2006,2007,176.0,846.0,1342.0,1342,0,1342,6,550.0,35,0,550.0,210804.54
522,6240,48.0,0,8,2006,2007,196.0,24.0,1342.0,1342,0,1342,6,550.0,35,0,550.0,206341.66
523,2448,36.0,0,7,2003,2004,106.0,0.0,764.0,764,862,1626,6,474.0,27,0,474.0,185557.07
524,3940,0.0,0,7,2003,2003,143.0,1073.0,1415.0,1455,0,1455,6,644.0,20,0,644.0,207217.16
525,3940,0.0,0,7,2004,2004,24.0,1087.0,1393.0,1576,0,1576,7,668.0,20,0,668.0,213866.05
526,3710,53.0,0,7,2007,2008,20.0,0.0,1146.0,1246,0,1246,5,428.0,24,0,428.0,182861.29
527,9024,80.0,0,6,2004,2004,0.0,0.0,789.0,813,702,1515,8,393.0,75,0,393.0,187871.77
528,8010,0.0,0,7,2002,2003,0.0,0.0,840.0,840,880,1720,7,400.0,48,0,400.0,188776.27
529,8396,0.0,0,7,2003,2003,196.0,0.0,847.0,847,1139,1986,9,434.0,48,0,434.0,195294.08
530,7301,55.0,0,7,2007,2008,176.0,876.0,1350.0,1358,0,1358,6,484.0,26,0,484.0,196938.04
531,8220,71.0,0,7,2000,2001,647.0,544.0,982.0,1008,884,1892,8,431.0,0,0,431.0,209920.82
532,7750,0.0,0,7,2002,2002,0.0,0.0,707.0,707,707,1414,6,403.0,35,0,403.0,176503.62
533,12460,41.0,0,7,1999,2000,0.0,870.0,1037.0,1037,1285,2322,8,400.0,44,0,400.0,208678.24
534,8390,77.0,0,7,1999,1999,0.0,0.0,831.0,873,778,1651,7,450.0,103,0,450.0,191778.27
535,9660,84.0,0,8,1997,1997,1290.0,0.0,1173.0,1182,1017,2199,9,516.0,131,0,516.0,268909.0
536,11000,0.0,0,9,2000,2000,295.0,0.0,1519.0,1533,639,2172,8,687.0,153,0,687.0,249513.44
537,11675,136.0,0,8,1998,1998,495.0,1660.0,1982.0,2006,0,2006,5,938.0,33,0,938.0,284157.74
538,10990,97.0,0,7,1996,1997,0.0,851.0,1064.0,1064,1061,2125,12,576.0,0,0,576.0,237579.69
539,11929,0.0,0,8,1995,1995,466.0,0.0,1242.0,1251,1250,2501,9,751.0,87,0,751.0,264986.55
540,10010,91.0,0,7,1993,1994,320.0,228.0,1080.0,1108,1089,2197,9,783.0,99,0,783.0,249787.88
541,13253,74.0,0,7,2006,2006,128.0,1096.0,1578.0,1578,0,1578,7,642.0,26,0,642.0,234915.6
542,9801,73.0,0,8,2007,2007,156.0,0.0,1341.0,1341,520,1861,7,851.0,60,0,851.0,239711.02
543,9428,80.0,0,8,2007,2008,310.0,729.0,955.0,955,919,1874,8,880.0,108,0,880.0,257168.78
544,10037,87.0,0,8,2006,2007,0.0,666.0,1460.0,1460,0,1460,6,480.0,20,0,480.0,209054.12
545,8640,72.0,0,8,2007,2008,0.0,24.0,1363.0,1372,0,1372,6,588.0,113,0,588.0,208619.01
546,10625,85.0,0,8,2007,2007,292.0,0.0,1660.0,1660,0,1660,7,660.0,120,0,660.0,238269.27
547,7500,62.0,1,7,2007,2008,210.0,902.0,1218.0,1218,0,1218,6,462.0,168,0,462.0,205195.99
548,10110,68.0,0,6,2003,2003,0.0,80.0,835.0,835,861,1696,7,542.0,66,0,542.0,191376.37
549,12774,67.0,0,7,2003,2004,95.0,0.0,835.0,835,828,1663,8,478.0,68,0,478.0,196022.9
550,13072,63.0,0,6,2005,2006,126.0,80.0,1175.0,1175,0,1175,6,0.0,90,0,0.0,151398.44
551,9260,81.0,0,7,2007,2007,0.0,0.0,1162.0,1162,0,1162,6,483.0,32,0,483.0,185779.15
552,8453,65.0,0,6,1995,1995,38.0,362.0,754.0,754,855,1609,6,525.0,70,0,525.0,186039.37
553,8480,50.0,0,6,1993,1994,120.0,602.0,886.0,886,794,1680,7,474.0,96,0,474.0,191026.7
554,14565,43.0,0,7,1994,1995,145.0,537.0,832.0,832,825,1657,6,483.0,74,0,483.0,190330.12
555,8450,65.0,0,6,2001,2001,0.0,472.0,827.0,827,850,1677,7,627.0,68,0,627.0,194848.77
556,8285,75.0,0,7,1992,1992,0.0,397.0,836.0,844,893,1737,7,506.0,85,0,506.0,193688.87
557,9100,70.0,0,5,1963,1963,0.0,53.0,984.0,984,0,984,5,384.0,56,0,384.0,127762.51
558,8100,75.0,0,5,1961,2007,0.0,764.0,864.0,864,0,864,5,420.0,0,0,420.0,137159.5
559,8450,65.0,0,5,1968,1968,0.0,890.0,890.0,890,0,890,5,308.0,0,0,308.0,130999.08
560,6360,60.0,0,5,1963,1963,0.0,489.0,864.0,864,0,864,5,276.0,0,0,276.0,124725.58
561,19508,95.0,0,6,1974,1974,144.0,800.0,1430.0,1430,0,1430,6,484.0,108,165,484.0,174372.0
562,10759,70.0,0,5,1972,1972,0.0,190.0,1001.0,1001,640,1641,5,490.0,0,92,490.0,145019.75
563,9205,0.0,0,6,1990,1991,304.0,704.0,930.0,1364,1319,2683,9,473.0,251,0,473.0,229330.29
564,11025,105.0,0,9,1993,1994,568.0,520.0,1848.0,1827,959,2786,10,636.0,49,0,636.0,314530.1
565,3435,37.0,1,7,2004,2005,0.0,24.0,1235.0,1245,0,1245,5,495.0,100,0,495.0,188097.83
566,3180,30.0,1,6,2005,2005,0.0,390.0,600.0,600,600,1200,5,480.0,166,0,480.0,173012.47
567,3180,30.0,1,7,2007,2007,0.0,0.0,689.0,703,689,1392,5,540.0,102,0,540.0,181248.78
568,2280,24.0,1,6,1999,1999,216.0,550.0,744.0,757,792,1549,6,440.0,32,0,440.0,176059.87
569,4765,0.0,0,9,2000,2000,260.0,1027.0,1614.0,1638,0,1638,5,495.0,68,0,495.0,222212.99
570,4538,0.0,0,9,2001,2001,179.0,1004.0,1310.0,1310,0,1310,5,545.0,45,0,545.0,203321.48
571,4385,42.0,0,9,2001,2001,0.0,964.0,1419.0,1419,0,1419,5,588.0,58,0,588.0,216207.4
572,4109,35.0,0,9,1999,2000,260.0,1141.0,1557.0,1557,0,1557,5,484.0,113,0,484.0,232054.48
573,2160,24.0,1,7,1999,2000,216.0,600.0,672.0,684,720,1404,5,462.0,0,0,462.0,171010.97
574,10646,79.0,0,7,2001,2001,513.0,681.0,858.0,872,917,1789,7,546.0,0,0,546.0,206839.97
575,2645,24.0,1,8,1999,1999,466.0,612.0,960.0,962,624,1586,7,480.0,0,0,480.0,188073.9
576,2645,24.0,1,8,1999,2000,456.0,813.0,960.0,962,645,1607,7,480.0,0,0,480.0,193367.4
577,3951,36.0,1,10,1998,1999,0.0,128.0,970.0,1469,924,2393,7,846.0,90,0,846.0,244679.51
578,11064,22.0,0,8,1995,1995,0.0,560.0,1230.0,1239,0,1239,4,477.0,24,0,477.0,185403.52
579,24572,0.0,0,9,1977,1977,1050.0,410.0,994.0,1599,1345,2944,9,864.0,70,16,864.0,300616.49
580,16280,103.0,0,8,1976,2007,0.0,1044.0,1426.0,1671,0,1671,6,550.0,90,0,550.0,232947.54
581,7500,0.0,0,7,2002,2002,0.0,0.0,952.0,952,860,1812,7,469.0,112,0,469.0,194442.15
582,11104,0.0,0,6,1969,1969,0.0,828.0,1427.0,1427,0,1427,7,516.0,0,0,516.0,164167.9
583,11050,85.0,0,6,1968,1968,0.0,301.0,1740.0,1740,0,1740,8,512.0,0,0,512.0,175935.24
584,15387,0.0,0,7,1967,1967,0.0,603.0,1620.0,1620,0,1620,8,578.0,62,192,578.0,187409.74
585,9750,75.0,0,5,1965,1965,0.0,0.0,1625.0,1625,0,1625,8,484.0,0,0,484.0,157084.77
586,8814,73.0,0,5,1968,1968,0.0,732.0,732.0,732,732,1464,7,470.0,40,0,470.0,153756.15
587,8125,65.0,0,5,1965,2005,0.0,260.0,912.0,925,0,925,5,576.0,0,0,576.0,140796.8
588,11072,72.0,0,5,1965,1965,0.0,0.0,1728.0,1728,0,1728,10,576.0,0,0,576.0,172859.41
589,13355,0.0,0,7,1971,1971,0.0,583.0,825.0,845,825,1670,7,464.0,0,0,464.0,180450.65
590,7785,74.0,0,5,1956,1956,0.0,0.0,0.0,1014,0,1014,6,267.0,0,40,267.0,112809.59
591,9900,90.0,0,5,1961,1961,0.0,0.0,1114.0,1114,0,1114,5,451.0,0,0,451.0,130006.51
592,11332,0.0,0,5,1960,2000,0.0,528.0,1118.0,1118,0,1118,6,264.0,0,0,264.0,142056.8
593,4882,50.0,0,4,1937,1950,0.0,120.0,348.0,453,453,906,5,231.0,0,0,231.0,104943.12
594,9600,80.0,0,5,1960,1960,203.0,658.0,1296.0,1496,0,1496,6,450.0,22,0,450.0,145843.0
595,9600,80.0,0,5,1950,2006,0.0,32.0,572.0,1337,0,1337,7,264.0,192,0,264.0,153982.88
596,7584,63.0,0,5,1953,1953,88.0,531.0,1036.0,1036,0,1036,5,312.0,24,0,312.0,125989.51
597,14670,90.0,0,6,1966,1999,410.0,575.0,1104.0,1104,884,1988,9,480.0,230,0,480.0,225931.15
598,8856,74.0,0,5,1957,1957,143.0,621.0,1176.0,1176,0,1176,6,292.0,88,0,292.0,134861.08
599,9840,82.0,0,5,1959,1998,0.0,1053.0,1248.0,1440,0,1440,7,480.0,0,0,480.0,164020.28
600,13200,90.0,0,6,1958,1958,187.0,958.0,1395.0,1570,0,1570,5,441.0,0,0,441.0,155078.0
601,10425,75.0,0,5,1956,1958,0.0,774.0,1104.0,1104,0,1104,5,384.0,0,0,384.0,131455.08
602,11556,60.0,0,5,1952,1952,52.0,148.0,720.0,882,0,882,4,240.0,0,0,240.0,116472.51
603,9373,102.0,0,5,1953,1953,84.0,500.0,1152.0,1152,0,1152,6,636.0,0,0,636.0,138780.51
604,12774,0.0,0,5,1953,1953,0.0,624.0,984.0,950,0,950,5,400.0,32,0,400.0,133732.08
605,14250,95.0,0,6,1957,1957,360.0,0.0,998.0,1790,0,1790,6,540.0,40,0,540.0,160554.8
606,8838,71.0,0,5,1957,1982,0.0,0.0,0.0,1764,0,1764,7,301.0,72,0,301.0,141468.58
607,12436,76.0,0,5,1957,1957,0.0,0.0,1824.0,1824,0,1824,9,484.0,0,0,484.0,164515.27
608,10122,60.0,0,4,1948,1950,0.0,0.0,0.0,869,0,869,3,390.0,0,66,390.0,107007.42
609,7506,45.0,0,5,1925,1950,0.0,0.0,747.0,747,412,1159,5,288.0,0,96,288.0,112878.06
610,5400,60.0,0,4,1940,2005,0.0,0.0,672.0,672,0,672,4,308.0,108,0,308.0,122136.33
611,10836,60.0,2,5,1922,1950,0.0,0.0,892.0,1254,182,1436,7,1488.0,0,100,1488.0,163804.43
612,10180,78.0,0,5,1968,1968,0.0,744.0,912.0,1044,0,1044,5,372.0,48,0,372.0,133588.08
613,11355,76.0,0,7,1958,2001,125.0,637.0,1312.0,1312,0,1312,6,495.0,304,144,495.0,200076.08
614,12929,0.0,0,6,1960,1993,276.0,697.0,1081.0,1081,0,1081,5,401.0,82,0,401.0,156833.0
615,7200,60.0,0,5,1951,1951,0.0,432.0,876.0,876,0,876,5,576.0,0,0,576.0,125468.51
616,8000,80.0,0,5,1959,1959,0.0,476.0,1256.0,1256,0,1256,6,311.0,240,0,311.0,141981.88
617,8000,80.0,0,5,1962,1962,0.0,520.0,1027.0,1027,0,1027,6,299.0,0,0,299.0,129557.58
618,8064,60.0,0,6,1948,1950,0.0,315.0,768.0,819,501,1320,5,576.0,0,0,576.0,128592.01
619,6390,64.0,0,6,1954,1954,0.0,0.0,936.0,984,0,984,4,280.0,0,0,280.0,118542.31
620,7200,60.0,0,6,1954,1954,0.0,673.0,854.0,854,424,1278,6,240.0,0,0,240.0,129489.58
621,8513,113.0,0,5,1961,1961,0.0,0.0,1800.0,1800,0,1800,10,0.0,0,0,0.0,150043.14
622,7200,60.0,0,5,1955,1967,0.0,370.0,768.0,1024,564,1588,6,480.0,0,0,480.0,134252.51
623,7200,60.0,0,5,1954,1954,0.0,0.0,825.0,825,0,825,4,350.0,0,0,350.0,117151.31
624,7590,69.0,0,5,1963,1963,0.0,0.0,1117.0,1117,0,1117,6,264.0,0,0,264.0,126906.58
625,9836,56.0,2,6,2008,2008,0.0,96.0,192.0,1133,0,1133,7,308.0,175,0,308.0,160514.62
626,9184,57.0,2,5,1948,2005,0.0,0.0,780.0,948,375,1323,6,400.0,0,0,400.0,142800.49
627,4800,80.0,2,5,1910,2003,0.0,0.0,680.0,680,680,1360,6,330.0,50,0,330.0,138302.99
628,4800,60.0,0,5,1940,1950,0.0,0.0,672.0,672,0,672,4,256.0,0,0,256.0,106055.42
629,6000,60.0,0,6,1915,2005,0.0,0.0,728.0,728,728,1456,7,308.0,0,248,308.0,131043.88
630,11426,63.0,2,4,1910,1996,0.0,0.0,828.0,828,658,1594,9,0.0,172,109,0.0,134782.01
631,7628,63.0,0,4,1940,1985,0.0,0.0,801.0,1095,561,1656,8,440.0,0,0,440.0,149817.85
632,7308,81.0,0,5,1920,1950,0.0,360.0,936.0,960,780,1740,6,225.0,0,236,225.0,125969.88
633,5400,60.0,0,7,1920,2006,0.0,0.0,931.0,1027,0,1027,5,0.0,28,0,0.0,124916.05
634,10800,60.0,2,6,1940,1950,0.0,590.0,884.0,884,552,1436,8,828.0,0,126,828.0,144260.1
635,6756,60.0,0,5,1910,1950,0.0,0.0,481.0,899,0,899,5,200.0,0,96,200.0,106689.56
636,5914,44.0,2,5,1890,1996,0.0,0.0,684.0,684,396,1080,5,0.0,165,30,0.0,121467.99
637,9000,75.0,0,5,1946,1950,0.0,445.0,904.0,904,595,1499,5,869.0,20,0,869.0,142241.43
638,7311,62.0,0,2,1946,1950,0.0,0.0,407.0,407,0,407,3,297.0,0,120,297.0,98946.25
639,12205,103.0,0,3,1949,1992,0.0,0.0,448.0,1588,0,1588,6,0.0,0,0,0.0,124559.41
640,9142,69.0,0,5,1900,2006,0.0,0.0,797.0,830,797,1627,10,420.0,0,60,420.0,159615.65
641,5350,53.0,0,7,1920,1965,0.0,116.0,624.0,730,720,1450,7,288.0,192,0,288.0,144106.91
642,9143,69.0,2,5,1900,2003,0.0,0.0,346.0,709,308,1017,5,308.0,0,139,308.0,124554.21
643,9600,60.0,2,5,1920,1960,0.0,234.0,973.0,1377,973,2350,10,393.0,0,219,393.0,151754.3
644,6000,60.0,2,5,1905,2005,0.0,0.0,572.0,884,656,1540,7,0.0,77,0,0.0,132819.53
645,11340,60.0,0,2,1920,1950,0.0,0.0,723.0,723,363,1086,5,400.0,24,144,400.0,105211.5
646,10800,60.0,0,7,1890,1999,0.0,0.0,1313.0,1313,1182,2495,10,342.0,299,0,342.0,209863.7
647,9750,65.0,0,5,1959,1959,164.0,200.0,984.0,984,0,984,5,308.0,0,0,308.0,125713.01
648,8516,52.0,0,4,1958,2006,0.0,0.0,869.0,1093,0,1093,5,308.0,0,0,308.0,131018.23
649,7111,55.0,0,5,1928,1983,0.0,406.0,1008.0,1143,0,1143,5,288.0,0,0,288.0,128805.13
650,7425,0.0,0,7,1945,1950,0.0,0.0,672.0,1195,473,1668,8,252.0,0,0,252.0,143031.0
651,7010,0.0,0,5,1935,1950,0.0,175.0,1024.0,1144,594,1738,6,240.0,30,0,240.0,135300.5
652,5000,50.0,0,5,1941,2006,0.0,600.0,672.0,832,378,1210,6,240.0,0,0,240.0,131671.25
653,5870,59.0,0,6,1900,2000,0.0,0.0,554.0,736,554,1290,6,200.0,112,0,200.0,129404.29
654,6000,50.0,0,6,1940,1989,0.0,521.0,981.0,1014,658,1672,6,240.0,11,0,240.0,149865.5
655,6000,50.0,0,5,1924,2003,0.0,0.0,949.0,949,0,949,5,370.0,0,48,370.0,128524.13
656,6000,50.0,0,6,1937,2000,0.0,201.0,825.0,825,672,1497,5,672.0,0,0,672.0,161761.82
657,6000,50.0,0,6,1939,1950,0.0,264.0,739.0,874,468,1342,7,240.0,0,0,240.0,129155.95
658,5000,50.0,0,6,1926,1950,0.0,0.0,992.0,1013,0,1013,6,160.0,0,101,160.0,114527.63
659,5520,60.0,0,5,1920,1997,0.0,68.0,565.0,565,651,1216,6,355.0,0,180,355.0,121882.88
660,5940,99.0,0,4,1946,1950,0.0,0.0,0.0,896,0,896,4,280.0,0,0,280.0,108399.12
661,6240,52.0,0,4,1929,1950,0.0,80.0,704.0,624,512,1136,6,336.0,365,80,336.0,141819.74
662,6120,0.0,0,5,1945,1995,0.0,0.0,0.0,808,0,808,6,164.0,48,0,164.0,116206.0
663,6240,52.0,0,7,1939,1950,0.0,300.0,989.0,1245,764,2009,7,400.0,20,0,400.0,155616.87
664,6120,51.0,0,5,1923,1950,0.0,203.0,1100.0,1226,676,1902,7,576.0,139,55,576.0,147317.7
665,9144,60.0,1,6,1915,2004,0.0,0.0,810.0,1170,546,1716,8,672.0,195,0,672.0,182941.6
666,8094,57.0,2,6,1910,1983,0.0,196.0,1242.0,1242,742,1984,8,360.0,0,180,360.0,147360.43
667,4347,63.0,0,6,1910,1950,0.0,0.0,796.0,825,784,1609,7,228.0,182,0,228.0,135187.91
668,6291,0.0,0,6,1930,1950,0.0,0.0,768.0,768,0,768,4,440.0,0,84,440.0,115154.81
669,10266,60.0,0,6,1952,1952,0.0,372.0,768.0,768,768,1536,7,308.0,216,80,308.0,151331.47
670,6876,60.0,0,6,1938,1958,0.0,0.0,1272.0,1272,0,1969,9,400.0,34,0,400.0,149287.37
671,10320,0.0,2,5,1915,1978,0.0,0.0,880.0,880,428,1308,6,400.0,0,117,400.0,131202.21
672,7200,60.0,0,6,1925,1992,0.0,0.0,1040.0,1040,0,1040,5,320.0,132,0,320.0,132927.05
673,7006,62.0,0,6,1925,1950,0.0,121.0,768.0,788,448,1236,6,384.0,0,0,384.0,126297.51
674,10320,60.0,0,5,1912,1991,0.0,0.0,451.0,759,0,759,5,576.0,0,0,576.0,121301.31
675,10320,60.0,2,3,1915,1950,0.0,0.0,536.0,808,536,1344,8,0.0,0,204,0.0,119198.51
676,9488,82.0,0,5,1947,1993,0.0,0.0,1046.0,1054,0,1054,6,240.0,60,122,240.0,128367.13
677,11235,0.0,0,5,1963,1963,0.0,784.0,981.0,1075,0,1075,6,440.0,0,0,440.0,139016.0
678,13014,80.0,0,6,1978,1978,39.0,528.0,1008.0,1096,0,1096,6,484.0,0,0,484.0,142328.0
679,10265,68.0,0,5,1967,2005,0.0,758.0,992.0,992,0,992,6,294.0,0,0,294.0,139174.4
680,7703,0.0,0,6,1978,1978,40.0,450.0,450.0,1034,0,1034,6,504.0,0,0,504.0,144830.5
681,9981,0.0,0,5,1967,1967,340.0,221.0,1073.0,1073,0,1073,6,270.0,90,0,270.0,137135.5
682,7400,0.0,0,5,1984,1984,0.0,104.0,1060.0,1126,0,1126,5,506.0,0,0,506.0,146893.3
683,12900,60.0,0,5,1920,1950,0.0,1300.0,1300.0,1140,0,1140,6,400.0,0,190,400.0,128552.88
684,9239,94.0,0,5,1963,2003,0.0,634.0,960.0,960,0,960,6,300.0,0,0,300.0,136954.25
685,14175,88.0,0,6,1956,1956,0.0,776.0,988.0,1188,0,1188,4,621.0,89,231,621.0,137350.88
686,10532,0.0,0,5,1960,1960,275.0,988.0,988.0,1721,0,1721,7,626.0,84,0,626.0,167230.71
687,8375,63.0,0,5,1941,1973,0.0,336.0,576.0,864,486,1350,6,627.0,0,0,627.0,131888.51
688,10200,0.0,0,5,1970,1970,0.0,704.0,864.0,904,0,904,5,912.0,0,0,912.0,145458.43
689,20270,82.0,0,7,1979,1979,0.0,599.0,1524.0,1524,0,1524,7,478.0,0,0,478.0,182410.89
690,5190,50.0,0,7,1948,1950,0.0,0.0,570.0,617,462,1079,5,249.0,0,0,249.0,119329.01
691,19550,85.0,0,5,1940,2007,0.0,1035.0,1580.0,1518,0,1518,5,0.0,39,0,0.0,149286.25
692,9571,68.0,0,5,1956,1956,0.0,870.0,1509.0,1509,0,1509,6,322.0,0,0,322.0,138211.08
693,9350,50.0,0,5,1975,1975,0.0,864.0,864.0,864,0,864,4,0.0,0,0,0.0,120760.58
694,9360,50.0,0,6,1962,2001,216.0,324.0,621.0,621,648,1269,7,280.0,236,0,280.0,173573.91
695,9771,0.0,0,6,1995,2002,190.0,779.0,1077.0,1093,1721,2814,9,614.0,32,0,614.0,241298.83
696,9938,80.0,0,7,1994,1994,251.0,1271.0,1602.0,1626,0,1626,7,534.0,40,0,534.0,234685.8
697,14171,0.0,0,7,1993,1994,0.0,355.0,812.0,1101,1099,2200,9,453.0,98,0,453.0,204432.65
698,10541,85.0,0,7,1996,1996,0.0,0.0,672.0,1302,735,2037,8,472.0,33,0,472.0,195523.9
699,10616,65.0,0,7,2007,2007,0.0,0.0,628.0,628,728,1356,6,484.0,24,0,484.0,183496.37
700,9345,65.0,0,8,2007,2007,156.0,0.0,1615.0,1615,0,1615,7,864.0,30,0,864.0,242850.32
701,11778,91.0,0,9,2008,2008,554.0,2085.0,2271.0,2276,0,2276,7,1348.0,0,70,1348.0,310250.36
702,11778,91.0,0,9,2008,2008,402.0,1153.0,1751.0,1766,0,1766,8,874.0,36,0,874.0,285175.91
703,11454,0.0,0,8,1995,1995,302.0,770.0,1401.0,1511,0,1511,6,811.0,42,0,811.0,230170.45
704,11500,0.0,0,6,1966,1966,0.0,262.0,1182.0,1643,0,1643,6,438.0,0,0,438.0,159000.95
705,9750,65.0,0,5,1994,1994,0.0,722.0,990.0,990,0,990,5,528.0,0,0,528.0,145576.0
706,8696,0.0,0,7,1997,1998,150.0,1308.0,1418.0,1418,0,1418,5,558.0,110,0,558.0,204285.03
707,13142,0.0,0,6,1997,1997,128.0,688.0,864.0,872,899,1771,6,600.0,96,0,600.0,191709.15
708,8998,68.0,0,7,2000,2000,120.0,527.0,782.0,782,870,1652,6,532.0,70,0,532.0,191730.87
709,12192,75.0,0,7,2000,2001,0.0,663.0,928.0,928,895,1823,6,626.0,36,0,626.0,201841.62
710,12250,0.0,0,5,1978,1978,180.0,781.0,864.0,1174,0,1174,5,528.0,0,280,528.0,142137.88
